Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
179,"J Hong, J Kim, SW Kim, HJ Kong","Effects of home-based tele-exercise on sarcopenia among community-dwelling elderly adults: Body composition and functional fitness",2017,"Experimental gerontology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0531556516305046","https://scholar.google.com/scholar?cites=3562184703373302932&as_sdt=2005&sciodt=0,5&hl=en",575,"2025-08-12 20:35:49","","","","",,,,,179,22.38,45,4,8,"… The sarcopenia-related factors of body composition and functional fitness were examined prior to, as well as following, a 12-week intervention period. The data were analyzed with a two…","","https://scholar.google.com/scholar?q=related:lFzlTB1sbzEJ:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
179,"H Trierweiler, G Kisielewicz, ...","Sarcopenia: a chronic complication of type 2 diabetes mellitus",2018,"Diabetology &metabolic …","Springer","https://link.springer.com/article/10.1186/s13098-018-0326-5","https://scholar.google.com/scholar?cites=11114498782212846262&as_sdt=2005&sciodt=0,5&hl=en",632,"2025-08-12 20:35:49","HTML","10.1186/s13098-018-0326-5","","",,,,,179,25.57,60,3,7,"… were associated with the diagnosis of pre-sarcopenia or sarcopenia, and were … sarcopenia with a history of fractures and association with low BMD, suggesting that body composition …","https://link.springer.com/article/10.1186/s13098-018-0326-5","https://scholar.google.com/scholar?q=related:tvJOWsGhPpoJ:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
178,"F Petermann-Rocha, M Chen, SR Gray, FK Ho, JP Pell, ...","Factors associated with sarcopenia: A cross-sectional analysis using UK Biobank",2020,"Maturitas","Elsevier","https://www.sciencedirect.com/science/article/pii/S0378512219308801","https://scholar.google.com/scholar?cites=236719176956062667&as_sdt=2005&sciodt=0,5&hl=en",713,"2025-08-12 20:35:49","HTML","","","",,,,,178,35.60,30,6,5,"… , and a Tanita BC-418 body composition analyser was used to … Body composition was measured using bioimpedance (BIA) … a self-reported physician diagnosis of 345 diseases …","https://www.sciencedirect.com/science/article/pii/S0378512219308801","https://scholar.google.com/scholar?q=related:yyv9Vdb-SAMJ:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
178,"Y Su, M Yuki, M Otsuki","Prevalence of stroke-related sarcopenia: a systematic review and meta-analysis",2020,"Journal of Stroke and Cerebrovascular Diseases","Elsevier","https://www.sciencedirect.com/science/article/pii/S1052305720305103","https://scholar.google.com/scholar?cites=10818508326365620844&as_sdt=2005&sciodt=0,5&hl=en",795,"2025-08-12 20:35:49","HTML","","","",,,,,178,35.60,59,3,5,"… Thus, we aimed to systematically search the prevalence of sarcopenia … sarcopenia and prevalence stratified by sex, country, time since stroke onset, and diagnostic criteria of sarcopenia…","https://www.sciencedirect.com/science/article/pii/S1052305720305103","https://scholar.google.com/scholar?q=related:bOqgAAEQI5YJ:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
176,"E Deluche, S Leobon, JC Desport, ...","Impact of body composition on outcome in patients with early breast cancer",2018,"Supportive Care in …","Springer","https://link.springer.com/article/10.1007/S00520-017-3902-6","https://scholar.google.com/scholar?cites=8214355839411098080&as_sdt=2005&sciodt=0,5&hl=en",586,"2025-08-12 20:35:49","HTML","10.1007/S00520-017-3902-6","","",,,,,176,25.14,44,4,7,"… calculated from the date of diagnosis to the date of death … from the date of diagnosis until disease progression or relapse. … the evaluation of body composition, especially sarcopenia and …","https://link.springer.com/article/10.1007/S00520-017-3902-6","https://scholar.google.com/scholar?q=related:4BHBSh1B_3EJ:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
176,"JL Atkins, SG Wannamathee","Sarcopenic obesity in ageing: cardiovascular outcomes and mortality",2020,"British Journal of Nutrition","cambridge.org","https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/sarcopenic-obesity-in-ageing-cardiovascular-outcomes-and-mortality/7BD2F6B4E1365590D504173D2549A724","https://scholar.google.com/scholar?cites=14623141309406584349&as_sdt=2005&sciodt=0,5&hl=en",729,"2025-08-12 20:35:49","","","","",,,,,176,35.20,88,2,5,"… (41) and combines the body composition categories of both sarcopenia and obesity. BMI (… and visceral fat to define sarcopenic obesity may be relevant diagnostic criteria to predict …","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/7BD2F6B4E1365590D504173D2549A724/S0007114520002172a.pdf/div-class-title-sarcopenic-obesity-in-ageing-cardiovascular-outcomes-and-mortality-div.pdf","https://scholar.google.com/scholar?q=related:HR6FT4vV78oJ:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
174,"T Okazaki, S Ebihara, T Mori, S Izumi, ...","Association between sarcopenia and pneumonia in older people",2020,"Geriatrics & …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/ggi.13839","https://scholar.google.com/scholar?cites=5643949334987342563&as_sdt=2005&sciodt=0,5&hl=en",933,"2025-08-12 20:35:49","","10.1111/ggi.13839","","",,,,,174,34.80,35,5,5,"… body composition and function.9 The most widely recognized primary definition for the diagnosis of the sarcopenia … In 2014, the Asian Working Group on Sarcopenia defined sarcopenia …","https://onlinelibrary.wiley.com/doi/pdf/10.1111/ggi.13839","https://scholar.google.com/scholar?q=related:4wI5agRWU04J:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
173,"V Chianca, D Albano, C Messina, S Gitto, G Ruffo, ...","Sarcopenia: imaging assessment and clinical application",2022,"Abdominal …","Springer","https://link.springer.com/article/10.1007/s00261-021-03294-3","https://scholar.google.com/scholar?cites=3064283914857143258&as_sdt=2005&sciodt=0,5&hl=en",28,"2025-08-12 20:35:49","HTML","10.1007/s00261-021-03294-3","","",,,,,173,57.67,29,6,3,"… the diagnosis of sarcopenia. This article reviews the clinical implications of sarcopenia, how … , malnutrition is a common sequela that alters body composition resulting in sarcopenia [29]. …","https://link.springer.com/article/10.1007/s00261-021-03294-3","https://scholar.google.com/scholar?q=related:2tsAPPyFhioJ:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
173,"C Liu, PY Wong, YL Chung, SKH Chow, ...","Deciphering the “obesity paradox” in the elderly: A systematic review and meta‐analysis of sarcopenic obesity",2023,"Obesity …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/obr.13534","https://scholar.google.com/scholar?cites=17131966119668028565&as_sdt=2005&sciodt=0,5&hl=en",98,"2025-08-12 20:35:49","","10.1111/obr.13534","","",,,,,173,86.50,35,5,2,"… sarcopenia for individualized treatment. Meanwhile, the maintenance of proper body composition of … The precise diagnosis of sarcopenia should be based on muscle mass and function …","https://onlinelibrary.wiley.com/doi/pdf/10.1111/obr.13534","https://scholar.google.com/scholar?q=related:lRTXsmr4wO0J:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
173,"M Anjanappa, M Corden, A Green, D Roberts, ...","Sarcopenia in cancer: Risking more than muscle loss",2020,"Technical innovations & …","Elsevier","https://www.sciencedirect.com/science/article/pii/S240563242030024X","https://scholar.google.com/scholar?cites=15789527909774597179&as_sdt=2005&sciodt=0,5&hl=en",378,"2025-08-12 20:35:49","HTML","","","",,,,,173,34.60,35,5,5,"… Diagnosis of sarcopenia is dependent upon detection of reduced skeletal muscle strength, … of these in turn to accurately diagnose sarcopenia. Sarcopenia is known to adversely affect …","https://www.sciencedirect.com/science/article/pii/S240563242030024X","https://scholar.google.com/scholar?q=related:Oxw7OfqrH9sJ:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
173,"RV Bryant, S Ooi, CG Schultz, C Goess, ...","Low muscle mass and sarcopenia: common and predictive of osteopenia in inflammatory bowel disease",2015,"Alimentary …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/apt.13156","https://scholar.google.com/scholar?cites=1371734025117570515&as_sdt=2005&sciodt=0,5&hl=en",760,"2025-08-12 20:35:49","","10.1111/apt.13156","","",,,,,173,17.30,35,5,10,"… sarcopenia in IBD, there is a paucity of quality data to inform our understanding of body composition … 33 IBD-related data collected included diagnosis, date of diagnosis, disease extent (…","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/apt.13156","https://scholar.google.com/scholar?q=related:0xVz_dNgCRMJ:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
171,"C Messina, G Maffi, JA Vitale, ...","Diagnostic imaging of osteoporosis and sarcopenia: a narrative review",2018,"… imaging in medicine …","pmc.ncbi.nlm.nih.gov","https://pmc.ncbi.nlm.nih.gov/articles/PMC5835659/","https://scholar.google.com/scholar?cites=16330840888437199636&as_sdt=2005&sciodt=0,5&hl=en",30,"2025-08-12 20:35:49","HTML","","","",,,,,171,24.43,43,4,7,"… The assessment of body composition (BC) for suspected sarcopenia can be done with both … imaging playing an increasing role in the diagnosis of sarcopenia (50). The most common …","https://pmc.ncbi.nlm.nih.gov/articles/PMC5835659/","https://scholar.google.com/scholar?q=related:FFO5dkPNouIJ:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
171,"C Palmela, S Velho, L Agostinho, ...","Body composition as a prognostic factor of neoadjuvant chemotherapy toxicity and outcome in patients with locally advanced gastric cancer",2017,"Journal of gastric …","synapse.koreamed.org","https://synapse.koreamed.org/pdf/10.5230/jgc.2017.17.e8","https://scholar.google.com/scholar?cites=2336258220681988385&as_sdt=2005&sciodt=0,5&hl=en",166,"2025-08-12 20:35:49","PDF","10.5230/jgc.2017.17.e8","","",,,,,171,21.38,43,4,8,"… the prevalence of sarcopenia/sarcopenic obesity in patients with … Sarcopenia and sarcopenic obesity were found at diagnosis … and both sarcopenia (P=0.069) and sarcopenic obesity (P=…","https://synapse.koreamed.org/pdf/10.5230/jgc.2017.17.e8","https://scholar.google.com/scholar?q=related:IQlWQ3kObCAJ:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
170,"CA Johnson Stoklossa, AM Sharma, ...","Prevalence of sarcopenic obesity in adults with class II/III obesity using different diagnostic criteria",2017,"Journal of nutrition …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1155/2017/7307618","https://scholar.google.com/scholar?cites=6500701572119841933&as_sdt=2005&sciodt=0,5&hl=en",27,"2025-08-12 20:35:49","","10.1155/2017/7307618","","",,,,,170,21.25,57,3,8,"… A literature search was conducted using PubMed, Scopus, and Web of Science databases to identify studies using definitions sarcopenic obesity based upon body composition data …","https://onlinelibrary.wiley.com/doi/pdf/10.1155/2017/7307618","https://scholar.google.com/scholar?q=related:jcwGPaMhN1oJ:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
170,"MH Choi, SN Oh, IK Lee, ST Oh, ...","Sarcopenia is negatively associated with long‐term outcomes in locally advanced rectal cancer",2018,"… of cachexia, sarcopenia …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/jcsm.12234","https://scholar.google.com/scholar?cites=3967100754217097780&as_sdt=2005&sciodt=0,5&hl=en",592,"2025-08-12 20:35:49","","10.1002/jcsm.12234","","",,,,,170,24.29,34,5,7,"… However, body composition assessment was performed in … of CT-based body composition analysis in locally advanced … In conclusion, sarcopenia at initial diagnosis had a negative …","https://onlinelibrary.wiley.com/doi/pdf/10.1002/jcsm.12234","https://scholar.google.com/scholar?q=related:NFpLCx75DTcJ:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
169,"L Bianchi, P Abete, G Bellelli, M Bo, ...","Prevalence and clinical correlates of sarcopenia, identified according to the EWGSOP definition and diagnostic algorithm, in hospitalized older people: the GLISTEN …",2017,"… Series A: Biomedical …","academic.oup.com","https://academic.oup.com/biomedgerontology/article-abstract/72/11/1575/2932131","https://scholar.google.com/scholar?cites=6042151508271737452&as_sdt=2005&sciodt=0,5&hl=en",284,"2025-08-12 20:35:49","","","","",,,,,169,21.13,34,5,8,"… The aging process is often characterized by substantial changes in body composition, … that has been referred to as sarcopenia (1). Sarcopenia is therefore considered a geriatric …","https://academic.oup.com/biomedgerontology/article/72/11/1575/2932131","https://scholar.google.com/scholar?q=related:bKqgucgI2lMJ:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
169,"RR McLean, DP Kiel","Developing consensus criteria for sarcopenia: an update",2015,"Journal of Bone and Mineral Research","academic.oup.com","https://academic.oup.com/jbmr/article-abstract/30/4/588/7599266","https://scholar.google.com/scholar?cites=4815530492767039376&as_sdt=2005&sciodt=0,5&hl=en",419,"2025-08-12 20:35:49","","10.1002/jbmr.2492","","",,,,,169,16.90,85,2,10,"… describe a an extreme state of impaired body composition that is more strongly associated with … of this article, consensus diagnostic criteria for sarcopenia could also be an important …","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jbmr.2492","https://scholar.google.com/scholar?q=related:kO9wKngz1EIJ:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
169,"T Cederholm, GL Jensen","To create a consensus on malnutrition diagnostic criteria: a report from the Global Leadership Initiative on Malnutrition (GLIM) meeting at the ESPEN Congress 2016",2017,"Journal of Parenteral and Enteral …","Wiley Online Library","https://aspenjournals.onlinelibrary.wiley.com/doi/abs/10.1177/0148607116686293","https://scholar.google.com/scholar?cites=17962054697302754767&as_sdt=2005&sciodt=0,5&hl=en",688,"2025-08-12 20:35:49","","10.1177/0148607116686293","","",,,,,169,21.13,85,2,8,"… /race and that sarcopenia/muscle mass evaluation is important for the diagnosis of malnutrition. A … Furthermore, Professor Higashiguchi stressed the importance of body composition and …","https://aspenjournals.onlinelibrary.wiley.com/doi/pdfdirect/10.1177/0148607116686293","https://scholar.google.com/scholar?q=related:zwXehJQJRvkJ:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
167,"XS Yee, YS Ng, JC Allen, A Latib, EL Tay, ...","Performance on sit-to-stand tests in relation to measures of functional fitness and sarcopenia diagnosis in community-dwelling older adults",2021,"European Review of …","Springer","https://link.springer.com/article/10.1186/s11556-020-00255-5","https://scholar.google.com/scholar?cites=369386560465794394&as_sdt=2005&sciodt=0,5&hl=en",374,"2025-08-12 20:35:49","HTML","10.1186/s11556-020-00255-5","","",,,,,167,41.75,28,6,4,"Background The sit-to-stand (STS) test has been deployed as surrogate measures of strength or physical performance in sarcopenia diagnosis. This study examines the relationship of …","https://link.springer.com/article/10.1186/s11556-020-00255-5","https://scholar.google.com/scholar?q=related:WvVdoR5TIAUJ:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
166,"SS Shachar, AM Deal, M Weinberg, ...","Body composition as a predictor of toxicity in patients receiving anthracycline and taxane–based chemotherapy for early-stage breast cancer",2017,"Clinical Cancer …","aacrjournals.org","https://aacrjournals.org/clincancerres/article-abstract/23/14/3537/123040","https://scholar.google.com/scholar?cites=2110436266372471789&as_sdt=2005&sciodt=0,5&hl=en",879,"2025-08-12 20:35:49","","","","",,,,,166,20.75,42,4,8,"… , we also collected age at diagnosis, HR and HER2 subtypes, stage at diagnosis, timing of … We defined sarcopenic obesity as a patient with a BMI ≥ 30.0 kg/m 2 and an SMI ≤ 41 cm …","https://aacrjournals.org/clincancerres/article/23/14/3537/123040","https://scholar.google.com/scholar?q=related:7Zs7SprGSR0J:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
165,"C Koliaki, S Liatis, M Dalamaga, A Kokkinos","Sarcopenic obesity: epidemiologic evidence, pathophysiology, and therapeutic perspectives",2019,"Current obesity reports","Springer","https://link.springer.com/article/10.1007/s13679-019-00359-9","https://scholar.google.com/scholar?cites=10602269900667318701&as_sdt=2005&sciodt=0,5&hl=en",119,"2025-08-12 20:35:49","","10.1007/s13679-019-00359-9","","",,,,,165,27.50,41,4,6,"… sarcopenia should be clinically suspected when muscle strength is low. The diagnosis of sarcopenia … Age-related changes in body composition: Body composition undergoes significant …","http://medicinainterna.net.pe/sites/default/files/Obesidad%20sarcop%C3%A9nica.pdf","https://scholar.google.com/scholar?q=related:rXEXKk3UIpMJ:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
162,"H Su, J Ruan, T Chen, E Lin, L Shi","CT-assessed sarcopenia is a predictive factor for both long-term and short-term outcomes in gastrointestinal oncology patients: a systematic review and meta …",2019,"Cancer Imaging","Springer","https://link.springer.com/article/10.1186/s40644-019-0270-0","https://scholar.google.com/scholar?cites=5737419606365279234&as_sdt=2005&sciodt=0,5&hl=en",446,"2025-08-12 20:35:49","HTML","10.1186/s40644-019-0270-0","","",,,,,162,27.00,32,5,6,"… of sarcopenia depends mostly on the diagnostic cut-off points of different criteria. Preoperative sarcopenia … definition or cut-off of sarcopenia or body composition; 4) no available data of …","https://link.springer.com/article/10.1186/s40644-019-0270-0","https://scholar.google.com/scholar?q=related:ApTD3Lton08J:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
161,"M Steffl, RW Bohannon, M Petr, ...","Relation between cigarette smoking and sarcopenia: meta-analysis",2015,"Physiological …","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/f502/19a5db7cb6fad6fd212ca43fd56a77a0d9e7.pdf","https://scholar.google.com/scholar?cites=3118463627112048032&as_sdt=2005&sciodt=0,5&hl=en",986,"2025-08-12 20:35:49","PDF","","","",,,,,161,16.10,40,4,10,"… sarcopenia diagnosis. Each of these methods is respected by scientific community as a relevant in the diagnostic process of sarcopenia. … women in this study body composition by DEXA …","https://pdfs.semanticscholar.org/f502/19a5db7cb6fad6fd212ca43fd56a77a0d9e7.pdf","https://scholar.google.com/scholar?q=related:oGX9giUCRysJ:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
159,"U Nemec, B Heidinger, C Sokas, L Chu, ...","Diagnosing sarcopenia on thoracic computed tomography: quantitative assessment of skeletal muscle mass in patients undergoing transcatheter aortic valve …",2017,"Academic radiology","Elsevier","https://www.sciencedirect.com/science/article/pii/S1076633217301198","https://scholar.google.com/scholar?cites=4861875091746773878&as_sdt=2005&sciodt=0,5&hl=en",385,"2025-08-12 20:35:49","HTML","","","",,,,,159,19.88,32,5,8,"… Skeletal muscle measurements at the T12 level could permit the diagnosis of sarcopenia and … , the assessment of body composition is important in the clinical evaluation of sarcopenia. …","https://www.sciencedirect.com/science/article/pii/S1076633217301198","https://scholar.google.com/scholar?q=related:dtvi-aLZeEMJ:scholar.google.com/&scioq=%22sarcopenia%22%7C%22sarcopenic+obesity%22+%22machine+learning%22%7C%22deep+learning%22%7C%22artificial+intelligence%22%7Cai%7C%22computer+vision%22%7C%22computer+graphics%22%7C%223d+body%22%7Cmorphometry%7C%22body+composition%22+diagnos*%7Cdetect*%7Cassess*%7Cpredict*%7Ctreat*%7Cintervention*&hl=en&as_sdt=0,5&as_ylo=2015&as_yhi=2026"
